,F1_sum_vector_magnitude,F2_orientation_angle,F3_std_magnitude,Situation,window_start_index
97,588.75,2.39,426.33,Fall,9700
98,526.28,2.37,414.38,Fall,9800
99,492.77,2.25,416.53,Fall,9900
100,409.53,2.01,413.05,Fall,10000
101,421.81,1.95,438.35,Fall,10100
102,456.91,1.89,442.9,Fall,10200
103,450.2,1.75,503.03,Fall,10300
104,735.41,1.66,764.53,Fall,10400
105,1087.99,1.58,625.36,Fall,10500
106,1401.88,1.55,1601.74,Fall,10600
107,1081.3,1.38,1522.82,Fall,10700
108,313.82,1.69,369.1,Fall,10800
109,84.47,2.11,48.75,Fall,10900
110,64.88,2.0,12.91,Fall,11000
111,60.65,2.0,8.94,Fall,11100
112,54.14,1.87,6.75,Fall,11200
113,51.39,1.82,4.21,Fall,11300
114,53.34,1.8,3.45,Fall,11400
115,54.63,1.79,2.66,Fall,11500
116,55.09,1.79,2.44,Fall,11600
117,54.92,1.8,2.4,Fall,11700
118,54.33,1.8,3.4,Fall,11800
119,67.98,1.86,46.75,Fall,11900
120,231.09,2.05,261.19,Fall,12000
121,506.59,2.23,352.83,Fall,12100
122,692.58,2.31,486.14,Fall,12200
123,805.71,2.4,556.22,Fall,12300
124,863.56,2.26,643.52,Fall,12400
125,850.42,2.08,817.73,Fall,12500
126,799.1,2.14,801.55,Fall,12600
127,832.23,2.16,796.4,Fall,12700
128,908.44,2.23,801.24,Fall,12800
129,911.72,2.36,693.94,Fall,12900
130,785.97,2.28,692.4,Fall,13000
131,703.01,2.05,777.38,Fall,13100
132,753.1,1.99,829.31,Fall,13200
133,972.33,1.71,1028.21,Fall,13300
134,1765.59,1.32,1844.03,Fall,13400
135,2692.35,1.62,2706.57,Fall,13500
136,2169.31,1.99,2244.35,Fall,13600
137,797.81,1.73,1113.52,Fall,13700
138,193.46,1.22,226.16,Fall,13800
139,72.18,1.11,54.78,Fall,13900
140,49.76,1.46,25.22,Fall,14000
141,55.53,1.73,11.58,Fall,14100
142,51.21,1.69,10.97,Fall,14200
143,44.58,1.57,12.51,Fall,14300
144,50.31,1.73,16.1,Fall,14400
145,54.91,1.82,8.81,Fall,14500
146,47.0,1.56,13.71,Fall,14600
147,46.77,1.62,15.06,Fall,14700
148,55.33,1.9,8.68,Fall,14800
149,58.55,1.5,35.39,Fall,14900
150,189.75,1.01,249.83,Fall,15000
151,494.0,1.34,611.82,Fall,15100
152,602.3,1.71,726.01,Fall,15200
153,632.74,1.59,730.32,Fall,15300
154,734.01,1.73,828.98,Fall,15400
155,734.24,1.98,796.35,Fall,15500
156,729.87,2.08,744.44,Fall,15600
157,852.72,2.2,786.72,Fall,15700
158,941.29,2.27,851.93,Fall,15800
159,846.97,2.32,768.27,Fall,15900
160,853.8,2.26,868.71,Fall,16000
161,854.18,1.7,982.42,Fall,16100
162,1701.65,1.46,1983.66,Fall,16200
163,2691.23,1.85,2695.5,Fall,16300
164,2316.35,1.95,2425.96,Fall,16400
165,1161.69,1.9,1485.58,Fall,16500
166,286.33,1.45,312.92,Fall,16600
167,83.25,1.31,79.81,Fall,16700
168,48.23,1.53,14.38,Fall,16800
169,50.71,1.71,17.45,Fall,16900
170,55.7,1.9,9.59,Fall,17000
171,53.25,1.74,8.98,Fall,17100
172,52.06,1.75,6.9,Fall,17200
173,53.3,1.85,3.71,Fall,17300
174,54.86,1.85,5.83,Fall,17400
175,56.95,1.84,8.97,Fall,17500
176,58.14,1.83,12.91,Fall,17600
177,55.27,1.72,12.48,Fall,17700
178,48.45,1.56,6.65,Fall,17800
179,46.03,1.41,14.67,Fall,17900
180,209.96,1.83,307.57,Fall,18000
181,668.6,2.33,512.46,Fall,18100
182,957.39,2.35,542.85,Fall,18200
183,888.09,2.32,608.47,Fall,18300
184,774.08,2.2,583.02,Fall,18400
185,783.71,2.15,725.59,Fall,18500
186,786.74,2.2,757.12,Fall,18600
187,778.46,2.1,782.13,Fall,18700
188,837.73,2.1,813.2,Fall,18800
189,900.09,2.28,769.72,Fall,18900
190,884.07,1.83,963.33,Fall,19000
191,1514.99,1.53,1707.48,Fall,19100
192,2503.11,1.8,2435.7,Fall,19200
193,2411.01,1.71,2602.56,Fall,19300
194,1208.86,1.86,1702.52,Fall,19400
195,236.76,1.93,317.69,Fall,19500
196,68.46,1.52,68.69,Fall,19600
197,51.53,1.37,22.81,Fall,19700
198,53.66,1.67,16.79,Fall,19800
199,55.16,1.89,4.22,Fall,19900
200,53.77,1.78,7.06,Fall,20000
201,51.49,1.64,6.11,Fall,20100
202,51.16,1.65,6.98,Fall,20200
203,51.77,1.78,7.0,Fall,20300
204,53.16,1.82,4.85,Fall,20400
205,53.32,1.76,5.08,Fall,20500
206,50.28,1.6,7.56,Fall,20600
207,51.27,1.66,10.46,Fall,20700
208,56.16,1.89,5.87,Fall,20800
209,239.57,2.17,326.98,Fall,20900
210,598.92,2.27,466.36,Fall,21000
211,888.37,2.28,618.66,Fall,21100
212,861.7,2.16,747.63,Fall,21200
213,628.48,1.84,657.16,Fall,21300
214,573.06,1.83,607.83,Fall,21400
215,634.26,1.75,753.23,Fall,21500
216,902.99,2.01,913.86,Fall,21600
217,1133.73,2.46,705.62,Fall,21700
218,966.08,2.39,706.08,Fall,21800
219,756.27,2.16,733.26,Fall,21900
220,783.22,1.93,872.76,Fall,22000
221,908.53,1.64,969.41,Fall,22100
222,1493.9,1.49,1375.44,Fall,22200
223,2148.54,1.61,2402.65,Fall,22300
224,1510.01,1.98,1919.93,Fall,22400
225,457.33,1.96,608.16,Fall,22500
226,117.33,1.76,90.26,Fall,22600
227,73.52,1.66,24.0,Fall,22700
228,60.48,1.54,17.45,Fall,22800
229,59.59,1.8,21.7,Fall,22900
230,61.97,1.95,15.01,Fall,23000
231,57.77,1.72,13.91,Fall,23100
232,54.87,1.62,9.04,Fall,23200
233,56.25,1.79,12.47,Fall,23300
234,58.05,1.82,13.2,Fall,23400
235,55.15,1.64,12.28,Fall,23500
236,54.41,1.74,14.52,Fall,23600
237,57.38,1.9,11.45,Fall,23700
238,56.93,1.74,22.64,Fall,23800
239,163.83,1.27,181.99,Fall,23900
240,558.38,1.69,545.73,Fall,24000
241,782.7,2.33,496.32,Fall,24100
242,731.5,2.22,615.73,Fall,24200
243,689.52,2.22,621.28,Fall,24300
244,683.37,2.19,590.99,Fall,24400
245,717.99,2.23,661.88,Fall,24500
246,740.68,2.32,634.03,Fall,24600
247,861.87,2.3,669.54,Fall,24700
248,908.61,2.24,814.14,Fall,24800
249,733.58,2.19,744.99,Fall,24900
250,652.96,2.07,679.96,Fall,25000
251,747.79,2.05,817.61,Fall,25100
252,730.75,1.84,838.84,Fall,25200
253,902.38,1.5,1030.7,Fall,25300
254,1557.11,1.34,1606.36,Fall,25400
255,2229.29,1.5,2383.42,Fall,25500
256,1593.06,1.78,1966.93,Fall,25600
257,460.16,1.81,567.42,Fall,25700
258,143.59,1.82,158.04,Fall,25800
259,70.9,1.8,39.57,Fall,25900
260,60.95,1.74,8.79,Fall,26000
261,58.15,1.81,9.43,Fall,26100
262,58.67,1.82,11.73,Fall,26200
263,56.08,1.76,9.68,Fall,26300
264,53.09,1.72,6.27,Fall,26400
265,55.24,1.72,6.98,Fall,26500
266,55.72,1.8,5.71,Fall,26600
267,57.83,1.82,13.29,Fall,26700
268,56.17,1.73,14.73,Fall,26800
269,94.53,1.3,102.18,Fall,26900
270,369.43,0.6,297.13,Fall,27000
271,481.83,0.64,303.97,Fall,27100
272,455.68,0.88,346.06,Fall,27200
273,472.1,1.34,490.84,Fall,27300
274,451.91,1.52,494.49,Fall,27400
275,463.26,1.45,503.94,Fall,27500
276,517.03,1.42,564.71,Fall,27600
277,555.07,1.51,608.69,Fall,27700
278,515.65,1.61,562.01,Fall,27800
279,482.07,1.6,524.83,Fall,27900
280,485.75,1.69,524.41,Fall,28000
281,508.69,1.91,517.48,Fall,28100
282,467.62,2.46,349.94,Fall,28200
283,494.65,2.48,367.73,Fall,28300
284,528.88,1.88,542.3,Fall,28400
285,876.46,1.87,923.63,Fall,28500
286,1206.6,2.47,942.28,Fall,28600
287,755.22,2.37,840.35,Fall,28700
288,218.04,2.04,184.12,Fall,28800
289,91.22,1.9,62.73,Fall,28900
290,66.09,1.9,46.11,Fall,29000
291,96.18,2.28,78.35,Fall,29100
292,178.29,2.68,105.57,Fall,29200
293,578.15,2.66,477.5,Fall,29300
294,1764.37,2.43,1772.04,Fall,29400
295,1659.23,1.97,1997.21,Fall,29500
296,538.38,1.82,593.25,Fall,29600
297,228.48,1.92,237.85,Fall,29700
298,88.17,1.91,64.12,Fall,29800
299,87.56,1.8,88.66,Fall,29900
300,229.06,0.97,212.45,Fall,30000
301,481.73,0.29,225.67,Fall,30100
302,749.34,0.42,300.09,Fall,30200
303,820.02,0.51,308.04,Fall,30300
304,594.05,0.87,469.02,Fall,30400
305,458.02,1.22,450.58,Fall,30500
306,468.58,1.65,499.63,Fall,30600
307,480.38,1.77,518.15,Fall,30700
308,492.25,1.81,530.67,Fall,30800
309,490.22,1.82,517.06,Fall,30900
310,466.43,1.76,502.26,Fall,31000
311,483.43,1.67,529.64,Fall,31100
312,515.34,1.85,552.73,Fall,31200
313,489.15,2.17,466.77,Fall,31300
314,473.2,2.07,450.29,Fall,31400
315,435.03,2.0,423.66,Fall,31500
316,437.44,2.13,423.48,Fall,31600
317,566.93,2.55,361.76,Fall,31700
318,755.51,2.72,329.48,Fall,31800
319,1383.51,2.64,959.33,Fall,31900
320,2550.48,2.38,2433.53,Fall,32000
321,2502.57,2.2,2449.68,Fall,32100
322,1029.91,1.74,1501.12,Fall,32200
323,238.66,1.55,273.37,Fall,32300
324,230.04,1.75,237.76,Fall,32400
325,236.39,1.79,249.53,Fall,32500
326,211.4,1.93,233.23,Fall,32600
327,159.79,1.99,189.26,Fall,32700
328,153.72,1.9,173.27,Fall,32800
329,379.86,1.24,337.05,Fall,32900
330,635.29,0.63,172.6,Fall,33000
331,688.98,0.59,293.23,Fall,33100
332,567.97,0.98,476.94,Fall,33200
333,463.86,1.27,457.96,Fall,33300
334,483.73,1.54,526.3,Fall,33400
335,485.37,1.7,542.79,Fall,33500
336,472.46,1.77,533.26,Fall,33600
337,503.99,1.7,559.52,Fall,33700
338,524.65,1.63,575.85,Fall,33800
339,516.91,1.69,575.26,Fall,33900
340,525.82,1.81,568.15,Fall,34000
341,489.66,2.02,488.18,Fall,34100
342,488.77,1.91,504.11,Fall,34200
343,462.11,2.03,452.07,Fall,34300
344,556.05,2.37,471.76,Fall,34400
345,738.96,2.55,470.95,Fall,34500
346,566.83,2.42,468.85,Fall,34600
347,582.16,2.5,461.19,Fall,34700
348,1253.18,2.64,737.92,Fall,34800
349,2169.78,2.48,1919.93,Fall,34900
350,1506.43,2.15,1974.64,Fall,35000
351,263.81,1.97,272.58,Fall,35100
352,120.55,1.98,95.35,Fall,35200
353,96.5,1.86,73.01,Fall,35300
354,94.26,1.76,59.25,Fall,35400
355,54.92,1.78,32.15,Fall,35500
356,57.51,1.77,32.51,Fall,35600
357,80.43,1.78,25.47,Fall,35700
358,58.92,1.77,38.72,Fall,35800
359,188.73,1.27,183.02,Fall,35900
360,471.01,0.82,282.38,Fall,36000
361,617.18,0.8,420.61,Fall,36100
362,523.21,1.25,518.32,Fall,36200
363,403.56,1.59,450.13,Fall,36300
364,468.54,1.73,520.46,Fall,36400
365,540.36,1.88,587.63,Fall,36500
366,568.46,1.58,629.66,Fall,36600
367,585.5,1.68,658.94,Fall,36700
368,581.84,1.73,656.26,Fall,36800
369,572.3,1.75,657.28,Fall,36900
370,536.52,1.84,595.26,Fall,37000
371,514.12,1.89,517.3,Fall,37100
372,479.95,2.13,457.0,Fall,37200
373,515.4,2.06,540.07,Fall,37300
374,552.41,2.2,542.84,Fall,37400
375,340.36,1.95,390.39,Fall,37500
376,788.08,1.98,824.13,Fall,37600
377,2404.37,2.5,1765.85,Fall,37700
378,2230.28,2.32,2018.28,Fall,37800
379,637.01,1.83,836.88,Fall,37900
380,188.66,1.86,178.21,Fall,38000
381,150.64,2.12,103.83,Fall,38100
382,89.93,1.89,56.0,Fall,38200
383,41.88,1.54,33.13,Fall,38300
384,67.7,1.62,52.7,Fall,38400
385,85.1,1.85,31.45,Fall,38500
386,44.81,1.54,33.86,Fall,38600
387,58.98,1.58,43.64,Fall,38700
388,92.38,1.85,40.6,Fall,38800
389,334.35,1.15,299.49,Fall,38900
390,626.77,0.67,317.94,Fall,39000
391,605.84,0.78,445.91,Fall,39100
392,460.99,1.28,487.63,Fall,39200
393,436.71,1.67,488.3,Fall,39300
394,516.51,1.57,573.83,Fall,39400
395,547.42,1.78,583.81,Fall,39500
396,544.77,1.84,570.03,Fall,39600
397,540.16,1.9,561.05,Fall,39700
398,549.43,1.83,582.87,Fall,39800
399,577.98,1.84,615.98,Fall,39900
400,556.01,1.81,602.98,Fall,40000
401,441.22,1.61,505.91,Fall,40100
402,504.22,1.94,570.41,Fall,40200
403,594.56,2.01,613.87,Fall,40300
404,526.66,1.84,564.82,Fall,40400
405,451.12,1.68,517.87,Fall,40500
406,440.49,1.14,418.97,Fall,40600
407,1004.49,0.68,990.57,Fall,40700
408,2277.58,0.57,1804.51,Fall,40800
409,1835.32,1.12,1983.21,Fall,40900
410,406.62,1.27,432.88,Fall,41000
411,127.4,1.31,124.07,Fall,41100
412,70.67,1.82,53.41,Fall,41200
413,77.72,1.71,44.76,Fall,41300
414,66.16,1.84,41.56,Fall,41400
415,61.08,1.88,32.71,Fall,41500
416,77.27,1.61,17.42,Fall,41600
417,64.9,1.72,17.12,Fall,41700
418,52.99,1.83,13.61,Fall,41800
419,54.69,1.39,49.83,Fall,41900
420,157.7,0.9,186.6,Fall,42000
421,329.7,1.58,371.34,Fall,42100
422,447.84,1.93,483.49,Fall,42200
423,464.74,1.65,498.86,Fall,42300
424,514.56,1.43,549.1,Fall,42400
425,506.79,1.35,548.35,Fall,42500
426,555.57,1.25,563.49,Fall,42600
427,546.43,1.1,539.75,Fall,42700
428,561.76,1.13,588.36,Fall,42800
429,643.22,0.93,596.64,Fall,42900
430,641.07,0.88,577.07,Fall,43000
431,723.62,1.36,782.01,Fall,43100
432,728.61,1.88,596.02,Fall,43200
433,507.09,2.31,507.51,Fall,43300
434,716.58,2.71,646.82,Fall,43400
435,2379.63,2.62,1997.14,Fall,43500
436,2324.3,2.1,2258.03,Fall,43600
437,689.99,1.64,916.96,Fall,43700
438,226.75,1.37,263.89,Fall,43800
439,98.16,1.39,66.63,Fall,43900
440,81.81,1.62,47.59,Fall,44000
441,55.43,1.81,35.91,Fall,44100
442,65.25,1.82,40.69,Fall,44200
443,77.41,1.74,27.94,Fall,44300
444,63.03,1.77,19.56,Fall,44400
445,58.63,1.79,20.94,Fall,44500
446,56.59,1.79,25.71,Fall,44600
447,60.5,1.76,19.06,Fall,44700
448,61.19,1.78,20.1,Fall,44800
449,53.72,1.44,35.43,Fall,44900
450,109.09,0.84,155.28,Fall,45000
451,250.19,1.06,279.02,Fall,45100
452,391.61,1.8,407.02,Fall,45200
453,401.47,1.57,418.77,Fall,45300
454,439.92,1.27,465.19,Fall,45400
455,512.02,1.2,520.2,Fall,45500
456,536.79,1.18,560.78,Fall,45600
457,502.73,1.44,547.67,Fall,45700
458,500.92,1.5,540.34,Fall,45800
459,531.92,1.16,538.82,Fall,45900
460,515.3,0.91,467.76,Fall,46000
461,532.14,1.33,567.46,Fall,46100
462,735.57,1.55,823.31,Fall,46200
463,632.13,1.88,738.11,Fall,46300
464,487.25,2.3,346.64,Fall,46400
465,1019.45,2.43,596.62,Fall,46500
466,2012.77,2.63,1366.91,Fall,46600
467,1708.74,2.28,1551.13,Fall,46700
468,465.62,1.95,483.39,Fall,46800
469,122.02,2.08,114.77,Fall,46900
470,88.45,2.0,43.37,Fall,47000
471,67.44,1.87,45.64,Fall,47100
472,68.04,1.83,71.52,Fall,47200
473,94.78,1.81,70.0,Fall,47300
474,57.36,1.69,55.58,Fall,47400
475,56.66,1.7,54.36,Fall,47500
476,84.07,1.82,34.24,Fall,47600
477,52.89,1.62,49.06,Fall,47700
478,57.17,1.64,54.76,Fall,47800
479,88.35,1.67,89.32,Fall,47900
480,285.51,1.46,326.28,Fall,48000
481,448.09,1.19,438.08,Fall,48100
482,449.57,1.14,452.62,Fall,48200
483,488.86,1.39,522.05,Fall,48300
484,524.85,1.47,572.28,Fall,48400
485,550.26,1.4,600.58,Fall,48500
486,567.82,1.16,580.35,Fall,48600
487,549.88,1.09,557.29,Fall,48700
488,516.31,1.23,549.41,Fall,48800
489,527.88,1.19,571.93,Fall,48900
490,460.35,1.28,523.06,Fall,49000
491,419.55,1.23,429.51,Fall,49100
492,471.42,0.8,379.41,Fall,49200
493,552.71,1.44,498.74,Fall,49300
494,550.65,2.28,297.17,Fall,49400
495,572.31,1.78,582.83,Fall,49500
496,767.43,1.84,799.64,Fall,49600
497,1727.82,2.59,1325.37,Fall,49700
498,2033.5,2.49,1580.59,Fall,49800
499,945.45,1.61,1338.65,Fall,49900
500,283.65,1.46,316.51,Fall,50000
501,115.71,1.98,130.22,Fall,50100
502,75.8,2.01,43.17,Fall,50200
503,63.58,1.96,33.32,Fall,50300
504,49.21,1.9,25.11,Fall,50400
505,53.58,1.77,22.45,Fall,50500
506,58.12,1.71,19.38,Fall,50600
507,68.66,1.71,21.54,Fall,50700
508,71.32,1.74,23.47,Fall,50800
509,297.6,1.42,360.59,Fall,50900
510,439.91,1.41,463.5,Fall,51000
511,400.71,1.57,419.69,Fall,51100
512,416.61,1.45,451.4,Fall,51200
513,548.63,1.34,602.08,Fall,51300
514,561.74,1.16,590.18,Fall,51400
515,570.23,1.15,583.47,Fall,51500
516,568.96,1.12,583.71,Fall,51600
517,531.0,1.21,569.99,Fall,51700
518,567.25,1.07,555.06,Fall,51800
519,551.46,1.06,570.95,Fall,51900
520,612.86,1.19,664.5,Fall,52000
521,789.55,1.37,726.78,Fall,52100
522,852.39,1.92,708.13,Fall,52200
523,870.95,2.46,609.86,Fall,52300
524,1403.43,2.75,906.84,Fall,52400
525,1661.7,2.49,1269.95,Fall,52500
526,908.16,1.94,1155.3,Fall,52600
527,194.31,1.75,233.52,Fall,52700
528,126.94,2.01,129.94,Fall,52800
529,107.75,2.05,105.01,Fall,52900
530,61.19,1.88,41.82,Fall,53000
531,80.38,1.81,43.32,Fall,53100
532,67.69,1.74,54.12,Fall,53200
533,67.75,1.77,55.51,Fall,53300
534,81.12,1.83,35.52,Fall,53400
535,45.59,1.75,43.7,Fall,53500
536,71.59,1.72,68.98,Fall,53600
537,86.65,1.65,46.8,Fall,53700
538,43.91,1.5,41.98,Fall,53800
539,46.58,1.52,44.26,Fall,53900
540,256.49,1.1,279.35,Fall,54000
541,535.93,0.77,302.52,Fall,54100
542,567.6,0.91,426.67,Fall,54200
543,475.16,1.17,462.87,Fall,54300
544,522.14,1.39,568.59,Fall,54400
545,567.88,1.49,618.4,Fall,54500
546,562.64,1.46,632.09,Fall,54600
547,556.37,1.24,606.97,Fall,54700
548,590.35,1.13,572.84,Fall,54800
549,576.65,1.16,573.05,Fall,54900
550,616.05,1.14,632.77,Fall,55000
551,584.38,1.12,605.42,Fall,55100
552,499.57,1.1,470.69,Fall,55200
553,760.03,0.99,691.94,Fall,55300
554,896.63,1.58,886.87,Fall,55400
555,738.38,2.44,446.31,Fall,55500
556,931.83,2.56,736.7,Fall,55600
557,1683.79,2.31,1331.26,Fall,55700
558,1320.97,1.83,1410.13,Fall,55800
559,339.35,1.49,425.81,Fall,55900
560,175.48,1.77,152.2,Fall,56000
561,105.62,1.97,142.14,Fall,56100
562,38.99,2.1,34.52,Fall,56200
563,48.43,2.15,30.29,Fall,56300
564,52.23,1.94,13.88,Fall,56400
565,44.79,1.86,17.49,Fall,56500
566,31.72,1.81,17.32,Fall,56600
567,35.54,1.92,17.4,Fall,56700
568,49.87,1.98,13.99,Fall,56800
569,61.03,1.8,12.74,Fall,56900
570,63.39,1.73,12.32,Fall,57000
571,58.07,1.7,16.55,Fall,57100
572,60.91,1.72,15.57,Fall,57200
573,45.66,1.87,28.01,Fall,57300
574,25.16,1.87,24.6,Fall,57400
575,104.7,1.57,155.27,Fall,57500
576,482.29,1.46,404.54,Fall,57600
577,759.61,1.51,469.85,Fall,57700
578,661.81,1.57,764.67,Fall,57800
579,442.95,1.94,256.87,Fall,57900
580,1176.34,1.95,1530.69,Fall,58000
581,1825.28,1.93,1745.75,Fall,58100
582,919.46,1.88,1144.36,Fall,58200
583,151.22,1.77,174.97,Fall,58300
584,72.66,1.91,83.36,Fall,58400
585,69.93,1.77,71.6,Fall,58500
586,58.85,1.8,14.54,Fall,58600
587,57.09,1.95,10.82,Fall,58700
588,53.21,1.91,5.89,Fall,58800
589,53.31,1.87,3.73,Fall,58900
590,53.86,1.84,4.83,Fall,59000
591,55.45,1.77,5.57,Fall,59100
592,54.69,1.8,6.91,Fall,59200
593,53.37,1.88,9.11,Fall,59300
594,53.57,1.86,9.28,Fall,59400
595,53.67,1.8,4.48,Fall,59500
596,53.91,1.77,4.28,Fall,59600
597,53.27,1.77,4.7,Fall,59700
598,53.02,1.79,4.37,Fall,59800
599,39.05,1.78,18.36,Fall,59900
600,37.34,1.77,22.72,Fall,60000
601,54.57,1.78,19.04,Fall,60100
602,62.84,1.76,14.79,Fall,60200
603,64.43,1.75,15.41,Fall,60300
604,62.34,1.78,11.48,Fall,60400
605,54.38,1.8,15.02,Fall,60500
606,277.77,1.63,353.17,Fall,60600
607,748.96,1.51,438.46,Fall,60700
608,737.63,1.61,793.02,Fall,60800
609,563.54,1.92,432.79,Fall,60900
610,1566.73,1.97,1722.97,Fall,61000
611,1842.1,1.92,1602.19,Fall,61100
612,910.18,1.97,989.51,Fall,61200
613,360.4,1.72,610.68,Fall,61300
614,72.98,1.71,64.6,Fall,61400
615,52.28,1.83,8.03,Fall,61500
616,50.85,1.8,4.19,Fall,61600
617,51.87,1.8,3.99,Fall,61700
618,53.31,1.79,3.53,Fall,61800
619,53.68,1.77,3.2,Fall,61900
620,52.84,1.78,2.85,Fall,62000
621,53.04,1.77,3.32,Fall,62100
622,53.67,1.78,3.02,Fall,62200
623,53.3,1.79,2.44,Fall,62300
624,53.41,1.79,2.47,Fall,62400
625,53.11,1.79,2.97,Fall,62500
626,52.14,1.77,3.79,Fall,62600
627,52.56,1.76,3.34,Fall,62700
628,53.94,1.78,2.39,Fall,62800
629,51.44,1.75,36.15,Fall,62900
630,48.17,1.65,48.61,Fall,63000
631,66.23,1.67,54.65,Fall,63100
632,74.03,1.74,23.83,Fall,63200
633,58.41,1.78,34.46,Fall,63300
634,41.42,1.76,43.94,Fall,63400
635,105.88,1.71,187.36,Fall,63500
636,555.51,1.59,602.97,Fall,63600
637,892.43,1.46,629.35,Fall,63700
638,537.99,1.63,710.68,Fall,63800
639,627.01,1.75,891.55,Fall,63900
640,1663.61,1.83,1763.05,Fall,64000
641,2087.35,1.7,2182.93,Fall,64100
642,998.08,1.6,1660.1,Fall,64200
643,84.11,1.61,84.09,Fall,64300
644,52.69,1.61,23.14,Fall,64400
645,52.8,1.86,14.79,Fall,64500
646,53.94,1.95,5.05,Fall,64600
647,53.57,1.92,7.51,Fall,64700
648,54.0,1.74,13.24,Fall,64800
649,53.28,1.59,8.77,Fall,64900
650,52.24,1.77,10.26,Fall,65000
651,53.26,1.9,4.01,Fall,65100
652,53.71,1.86,4.28,Fall,65200
653,53.65,1.83,2.86,Fall,65300
654,53.55,1.82,2.78,Fall,65400
655,53.49,1.74,6.81,Fall,65500
656,53.54,1.59,6.95,Fall,65600
